"","plot","cover_level","ray_access","oys_area","oys_perimeter","treated_oys_perc_cover","treatment","plot_area","pit_area","pit_count","pit_cover_percent","treatment_long"
"1",1,"75","caged",1.71520853401453,11.1233043914597,96.5029047383194,"75 caged",3.55472933932,NA,NA,NA,"75%, caged"
"2",1,"75","caged",1.71520853401453,11.1233043914597,96.5029047383194,"75 caged",3.55472933932,NA,NA,NA,"75%, caged"
"3",1,"75","caged",1.71520853401453,11.1233043914597,96.5029047383194,"75 caged",3.55472933932,NA,NA,NA,"75%, caged"
"4",2,"50","caged",1.32785899514909,10.6237500772668,71.6408193839046,"50 caged",3.70698997183,NA,NA,NA,"50%, caged"
"5",2,"50","caged",1.32785899514909,10.6237500772668,71.6408193839046,"50 caged",3.70698997183,NA,NA,NA,"50%, caged"
"6",2,"50","caged",1.32785899514909,10.6237500772668,71.6408193839046,"50 caged",3.70698997183,NA,NA,NA,"50%, caged"
"7",2,"50","caged",1.32785899514909,10.6237500772668,71.6408193839046,"50 caged",3.70698997183,NA,NA,NA,"50%, caged"
"8",2,"50","caged",1.32785899514909,10.6237500772668,71.6408193839046,"50 caged",3.70698997183,NA,NA,NA,"50%, caged"
"9",3,"25","control",0.440479580138294,8.61265444521564,28.775524442295,"25 control",3.06148776556,0.0937329448031805,3,3.06167954866986,"25%, control"
"10",3,"25","control",0.440479580138294,8.61265444521564,28.775524442295,"25 control",3.06148776556,0.0937329448031805,3,3.06167954866986,"25%, control"
"11",3,"25","control",0.440479580138294,8.61265444521564,28.775524442295,"25 control",3.06148776556,0.0937329448031805,3,3.06167954866986,"25%, control"
"12",3,"25","control",0.440479580138294,8.61265444521564,28.775524442295,"25 control",3.06148776556,0.0937329448031805,3,3.06167954866986,"25%, control"
"13",3,"25","control",0.440479580138294,8.61265444521564,28.775524442295,"25 control",3.06148776556,0.0937329448031805,3,3.06167954866986,"25%, control"
"14",3,"25","control",0.440479580138294,8.61265444521564,28.775524442295,"25 control",3.06148776556,0.0937329448031805,3,3.06167954866986,"25%, control"
"15",3,"25","control",0.440479580138294,8.61265444521564,28.775524442295,"25 control",3.06148776556,0.0937329448031805,3,3.06167954866986,"25%, control"
"16",3,"25","control",0.440479580138294,8.61265444521564,28.775524442295,"25 control",3.06148776556,0.0937329448031805,3,3.06167954866986,"25%, control"
"17",3,"25","control",0.440479580138294,8.61265444521564,28.775524442295,"25 control",3.06148776556,0.0937329448031805,3,3.06167954866986,"25%, control"
"18",3,"25","control",0.440479580138294,8.61265444521564,28.775524442295,"25 control",3.06148776556,0.0937329448031805,3,3.06167954866986,"25%, control"
"19",3,"25","control",0.440479580138294,8.61265444521564,28.775524442295,"25 control",3.06148776556,0.0937329448031805,3,3.06167954866986,"25%, control"
"20",3,"25","control",0.440479580138294,8.61265444521564,28.775524442295,"25 control",3.06148776556,0.0937329448031805,3,3.06167954866986,"25%, control"
"21",3,"25","control",0.440479580138294,8.61265444521564,28.775524442295,"25 control",3.06148776556,0.0937329448031805,3,3.06167954866986,"25%, control"
"22",3,"25","control",0.440479580138294,8.61265444521564,28.775524442295,"25 control",3.06148776556,0.0937329448031805,3,3.06167954866986,"25%, control"
"23",3,"25","control",0.440479580138294,8.61265444521564,28.775524442295,"25 control",3.06148776556,0.0937329448031805,3,3.06167954866986,"25%, control"
"24",3,"25","control",0.440479580138294,8.61265444521564,28.775524442295,"25 control",3.06148776556,0.0937329448031805,3,3.06167954866986,"25%, control"
"25",3,"25","control",0.440479580138294,8.61265444521564,28.775524442295,"25 control",3.06148776556,0.0937329448031805,3,3.06167954866986,"25%, control"
"26",3,"25","control",0.440479580138294,8.61265444521564,28.775524442295,"25 control",3.06148776556,0.0937329448031805,3,3.06167954866986,"25%, control"
"27",3,"25","control",0.440479580138294,8.61265444521564,28.775524442295,"25 control",3.06148776556,0.0937329448031805,3,3.06167954866986,"25%, control"
"28",3,"25","control",0.440479580138294,8.61265444521564,28.775524442295,"25 control",3.06148776556,0.0937329448031805,3,3.06167954866986,"25%, control"
"29",3,"25","control",0.440479580138294,8.61265444521564,28.775524442295,"25 control",3.06148776556,0.0937329448031805,3,3.06167954866986,"25%, control"
"30",3,"25","control",0.440479580138294,8.61265444521564,28.775524442295,"25 control",3.06148776556,0.0937329448031805,3,3.06167954866986,"25%, control"
"31",3,"25","control",0.440479580138294,8.61265444521564,28.775524442295,"25 control",3.06148776556,0.0937329448031805,3,3.06167954866986,"25%, control"
